"","Location","Year","count","Family","Species","length","a","b","biomass.kgha","mass.g","FG.fine","lat","lon","Management","state"
"57100","Mahe NW Granite","2017",7,"Acanthuridae","Acanthurus lineatus",23,0.0126,3.064,12.1719085835294,187,"Herbivore Grazer",-4.562673,55.436906,"Fished","Recovering"
"58100","Mahe NW Granite","2017",7,"Acanthuridae","Acanthurus lineatus",23,0.0126,3.064,12.1719085835294,187,"Herbivore Grazer",-4.562673,55.436906,"Fished","Recovering"
"59100","Mahe NW Granite","2017",7,"Acanthuridae","Acanthurus lineatus",23,0.0126,3.064,12.1719085835294,187,"Herbivore Grazer",-4.562673,55.436906,"Fished","Recovering"
"60100","Mahe NW Granite","2017",7,"Acanthuridae","Acanthurus lineatus",23,0.0126,3.064,12.1719085835294,187,"Herbivore Grazer",-4.562673,55.436906,"Fished","Recovering"
"61100","Mahe NW Granite","2017",7,"Acanthuridae","Acanthurus lineatus",23,0.0126,3.064,12.1719085835294,187,"Herbivore Grazer",-4.562673,55.436906,"Fished","Recovering"
"62100","Mahe NW Granite","2017",7,"Acanthuridae","Acanthurus lineatus",23,0.0126,3.064,12.1719085835294,187,"Herbivore Grazer",-4.562673,55.436906,"Fished","Recovering"
"63100","Praslin SW Granite","2017",1,"Acanthuridae","Acanthurus lineatus",16,0.0126,3.064,4.00357731001873,62,"Herbivore Grazer",-4.313662,55.678717,"Fished","Recovering"
"64100","Praslin SW Granite","2017",2,"Acanthuridae","Acanthurus lineatus",26,0.0126,3.064,17.7216000346047,273,"Herbivore Grazer",-4.313662,55.678717,"Fished","Recovering"
"65100","Praslin SW Granite","2017",3,"Acanthuridae","Acanthurus lineatus",16,0.0126,3.064,4.00357731001873,62,"Herbivore Grazer",-4.313662,55.678717,"Fished","Recovering"
"66100","Praslin SW Granite","2017",8,"Acanthuridae","Acanthurus lineatus",16,0.0126,3.064,4.00357731001873,62,"Herbivore Grazer",-4.313662,55.678717,"Fished","Recovering"
"67100","Praslin SW Carbonate","2017",6,"Acanthuridae","Acanthurus lineatus",17,0.0126,3.064,4.82081080247839,74,"Herbivore Grazer",-4.350873,55.701522,"Fished","Shifted"
"85100","Mahe E Granite","2017",1,"Acanthuridae","Acanthurus nigrofuscus",15,0.0301,2.967,6.03508385043481,93,"Herbivore Grazer",-4.734961,55.528958,"Fished","Shifted"
"86100","Mahe E Granite","2017",1,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.91793092708253,76,"Herbivore Grazer",-4.734961,55.528958,"Fished","Shifted"
"87100","Mahe E Granite","2017",2,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.91793092708253,76,"Herbivore Grazer",-4.734961,55.528958,"Fished","Shifted"
"88100","Mahe E Granite","2017",3,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.91793092708253,76,"Herbivore Grazer",-4.734961,55.528958,"Fished","Shifted"
"89100","Mahe E Granite","2017",3,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.91793092708253,76,"Herbivore Grazer",-4.734961,55.528958,"Fished","Shifted"
"90100","Mahe E Granite","2017",3,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.91793092708253,76,"Herbivore Grazer",-4.734961,55.528958,"Fished","Shifted"
"91100","Mahe E Granite","2017",3,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.91793092708253,76,"Herbivore Grazer",-4.734961,55.528958,"Fished","Shifted"
"92100","Mahe E Granite","2017",4,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.91793092708253,76,"Herbivore Grazer",-4.734961,55.528958,"Fished","Shifted"
"93100","Mahe E Granite","2017",7,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.94721215187706,61,"Herbivore Grazer",-4.734961,55.528958,"Fished","Shifted"
"94100","Mahe E Granite","2017",8,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.94721215187706,61,"Herbivore Grazer",-4.734961,55.528958,"Fished","Shifted"
"95100","Mahe E Carbonate","2017",1,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.91793092708253,76,"Herbivore Grazer",-4.710589,55.52704,"Fished","Shifted"
"96100","Mahe E Carbonate","2017",2,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.91793092708253,76,"Herbivore Grazer",-4.710589,55.52704,"Fished","Shifted"
"97100","Mahe E Carbonate","2017",2,"Acanthuridae","Acanthurus nigrofuscus",15,0.0301,2.967,6.03508385043481,93,"Herbivore Grazer",-4.710589,55.52704,"Fished","Shifted"
"98100","Mahe E Carbonate","2017",3,"Acanthuridae","Acanthurus nigrofuscus",15,0.0301,2.967,6.03508385043481,93,"Herbivore Grazer",-4.710589,55.52704,"Fished","Shifted"
"99100","Mahe E Carbonate","2017",3,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.91793092708253,76,"Herbivore Grazer",-4.710589,55.52704,"Fished","Shifted"
"100100","Mahe E Carbonate","2017",3,"Acanthuridae","Acanthurus nigrofuscus",10,0.0301,2.967,1.81226015863426,28,"Herbivore Grazer",-4.710589,55.52704,"Fished","Shifted"
"101100","Mahe E Carbonate","2017",4,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.94721215187706,61,"Herbivore Grazer",-4.710589,55.52704,"Fished","Shifted"
"102100","Mahe E Carbonate","2017",4,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.91793092708253,76,"Herbivore Grazer",-4.710589,55.52704,"Fished","Shifted"
"103100","Mahe E Carbonate","2017",4,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.91793092708253,76,"Herbivore Grazer",-4.710589,55.52704,"Fished","Shifted"
"104100","Mahe E Carbonate","2017",4,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.91793092708253,76,"Herbivore Grazer",-4.710589,55.52704,"Fished","Shifted"
"105100","Mahe E Carbonate","2017",4,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.94721215187706,61,"Herbivore Grazer",-4.710589,55.52704,"Fished","Shifted"
"106100","Mahe E Carbonate","2017",5,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.94721215187706,61,"Herbivore Grazer",-4.710589,55.52704,"Fished","Shifted"
"107100","Mahe E Carbonate","2017",6,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.91793092708253,76,"Herbivore Grazer",-4.710589,55.52704,"Fished","Shifted"
"108100","Mahe E Carbonate","2017",6,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.91793092708253,76,"Herbivore Grazer",-4.710589,55.52704,"Fished","Shifted"
"109100","Mahe E Carbonate","2017",6,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.91793092708253,76,"Herbivore Grazer",-4.710589,55.52704,"Fished","Shifted"
"110100","Mahe E Carbonate","2017",7,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.94721215187706,61,"Herbivore Grazer",-4.710589,55.52704,"Fished","Shifted"
"111100","Mahe E Carbonate","2017",7,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.94721215187706,61,"Herbivore Grazer",-4.710589,55.52704,"Fished","Shifted"
"112100","Mahe E Carbonate","2017",7,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.91793092708253,76,"Herbivore Grazer",-4.710589,55.52704,"Fished","Shifted"
"113100","Mahe E Carbonate","2017",7,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.91793092708253,76,"Herbivore Grazer",-4.710589,55.52704,"Fished","Shifted"
"114100","Mahe E Carbonate","2017",8,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.94721215187706,61,"Herbivore Grazer",-4.710589,55.52704,"Fished","Shifted"
"115100","Mahe E Patch","2017",2,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.91793092708253,76,"Herbivore Grazer",-4.703574,55.528198,"Fished","Recovering"
"116100","Mahe E Patch","2017",2,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.94721215187706,61,"Herbivore Grazer",-4.703574,55.528198,"Fished","Recovering"
"117100","Mahe E Patch","2017",7,"Acanthuridae","Acanthurus nigrofuscus",12,0.0301,2.967,3.11280058844222,48,"Herbivore Grazer",-4.703574,55.528198,"Fished","Recovering"
"118100","Mahe E Patch","2017",7,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.94721215187706,61,"Herbivore Grazer",-4.703574,55.528198,"Fished","Recovering"
"119100","Mahe E Patch","2017",7,"Acanthuridae","Acanthurus nigrofuscus",15,0.0301,2.967,6.03508385043481,93,"Herbivore Grazer",-4.703574,55.528198,"Fished","Recovering"
"120100","Mahe E Patch","2017",8,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.91793092708253,76,"Herbivore Grazer",-4.703574,55.528198,"Fished","Recovering"
"121100","Mahe E Patch","2017",8,"Acanthuridae","Acanthurus nigrofuscus",15,0.0301,2.967,6.03508385043481,93,"Herbivore Grazer",-4.703574,55.528198,"Fished","Recovering"
"124100","Mahe NW Granite","2017",1,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.91793092708253,76,"Herbivore Grazer",-4.562673,55.436906,"Fished","Recovering"
"125100","Mahe NW Granite","2017",1,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.91793092708253,76,"Herbivore Grazer",-4.562673,55.436906,"Fished","Recovering"
"126100","Mahe NW Granite","2017",2,"Acanthuridae","Acanthurus nigrofuscus",12,0.0301,2.967,3.11280058844222,48,"Herbivore Grazer",-4.562673,55.436906,"Fished","Recovering"
"127100","Mahe NW Granite","2017",3,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.91793092708253,76,"Herbivore Grazer",-4.562673,55.436906,"Fished","Recovering"
"128100","Mahe NW Granite","2017",4,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.91793092708253,76,"Herbivore Grazer",-4.562673,55.436906,"Fished","Recovering"
"129100","Mahe NW Granite","2017",5,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.91793092708253,76,"Herbivore Grazer",-4.562673,55.436906,"Fished","Recovering"
"130100","Mahe NW Granite","2017",5,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.94721215187706,61,"Herbivore Grazer",-4.562673,55.436906,"Fished","Recovering"
"131100","Mahe NW Granite","2017",6,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.94721215187706,61,"Herbivore Grazer",-4.562673,55.436906,"Fished","Recovering"
"132100","Mahe NW Granite","2017",6,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.91793092708253,76,"Herbivore Grazer",-4.562673,55.436906,"Fished","Recovering"
"133100","Mahe NW Granite","2017",6,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.91793092708253,76,"Herbivore Grazer",-4.562673,55.436906,"Fished","Recovering"
"134100","Mahe NW Granite","2017",6,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.94721215187706,61,"Herbivore Grazer",-4.562673,55.436906,"Fished","Recovering"
"135100","Mahe NW Granite","2017",6,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.91793092708253,76,"Herbivore Grazer",-4.562673,55.436906,"Fished","Recovering"
"136100","Mahe NW Granite","2017",6,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.91793092708253,76,"Herbivore Grazer",-4.562673,55.436906,"Fished","Recovering"
"137100","Mahe NW Granite","2017",8,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.91793092708253,76,"Herbivore Grazer",-4.562673,55.436906,"Fished","Recovering"
"138100","Mahe NW Granite","2017",8,"Acanthuridae","Acanthurus nigrofuscus",12,0.0301,2.967,3.11280058844222,48,"Herbivore Grazer",-4.562673,55.436906,"Fished","Recovering"
"157100","Mahe NW Patch","2017",1,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.91793092708253,76,"Herbivore Grazer",-4.614482,55.41627,"Fished","Recovering"
"158100","Mahe NW Patch","2017",1,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.94721215187706,61,"Herbivore Grazer",-4.614482,55.41627,"Fished","Recovering"
"159100","Mahe NW Patch","2017",1,"Acanthuridae","Acanthurus nigrofuscus",11,0.0301,2.967,2.40454350853207,37,"Herbivore Grazer",-4.614482,55.41627,"Fished","Recovering"
"160100","Mahe NW Patch","2017",2,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.91793092708253,76,"Herbivore Grazer",-4.614482,55.41627,"Fished","Recovering"
"161100","Mahe NW Patch","2017",3,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.91793092708253,76,"Herbivore Grazer",-4.614482,55.41627,"Fished","Recovering"
"162100","Mahe NW Patch","2017",3,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.94721215187706,61,"Herbivore Grazer",-4.614482,55.41627,"Fished","Recovering"
"163100","Mahe NW Patch","2017",4,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.94721215187706,61,"Herbivore Grazer",-4.614482,55.41627,"Fished","Recovering"
"164100","Mahe NW Patch","2017",5,"Acanthuridae","Acanthurus nigrofuscus",15,0.0301,2.967,6.03508385043481,93,"Herbivore Grazer",-4.614482,55.41627,"Fished","Recovering"
"165100","Mahe NW Patch","2017",5,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.94721215187706,61,"Herbivore Grazer",-4.614482,55.41627,"Fished","Recovering"
"166100","Mahe NW Patch","2017",7,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.94721215187706,61,"Herbivore Grazer",-4.614482,55.41627,"Fished","Recovering"
"167100","Mahe NW Patch","2017",7,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.91793092708253,76,"Herbivore Grazer",-4.614482,55.41627,"Fished","Recovering"
"168100","Mahe NW Patch","2017",7,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.94721215187706,61,"Herbivore Grazer",-4.614482,55.41627,"Fished","Recovering"
"169100","Mahe W Granite","2017",1,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.91793092708253,76,"Herbivore Grazer",-4.659828,55.360993,"Fished","Recovering"
"170100","Mahe W Granite","2017",1,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.94721215187706,61,"Herbivore Grazer",-4.659828,55.360993,"Fished","Recovering"
"171100","Mahe W Granite","2017",1,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.94721215187706,61,"Herbivore Grazer",-4.659828,55.360993,"Fished","Recovering"
"172100","Mahe W Granite","2017",1,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.94721215187706,61,"Herbivore Grazer",-4.659828,55.360993,"Fished","Recovering"
"173100","Mahe W Granite","2017",2,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.91793092708253,76,"Herbivore Grazer",-4.659828,55.360993,"Fished","Recovering"
"174100","Mahe W Granite","2017",2,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.94721215187706,61,"Herbivore Grazer",-4.659828,55.360993,"Fished","Recovering"
"175100","Mahe W Granite","2017",4,"Acanthuridae","Acanthurus nigrofuscus",10,0.0301,2.967,1.81226015863426,28,"Herbivore Grazer",-4.659828,55.360993,"Fished","Recovering"
"176100","Mahe W Granite","2017",4,"Acanthuridae","Acanthurus nigrofuscus",12,0.0301,2.967,3.11280058844222,48,"Herbivore Grazer",-4.659828,55.360993,"Fished","Recovering"
"177100","Mahe W Granite","2017",4,"Acanthuridae","Acanthurus nigrofuscus",12,0.0301,2.967,3.11280058844222,48,"Herbivore Grazer",-4.659828,55.360993,"Fished","Recovering"
"178100","Mahe W Granite","2017",4,"Acanthuridae","Acanthurus nigrofuscus",12,0.0301,2.967,3.11280058844222,48,"Herbivore Grazer",-4.659828,55.360993,"Fished","Recovering"
"179100","Mahe W Granite","2017",4,"Acanthuridae","Acanthurus nigrofuscus",12,0.0301,2.967,3.11280058844222,48,"Herbivore Grazer",-4.659828,55.360993,"Fished","Recovering"
"180100","Mahe W Granite","2017",4,"Acanthuridae","Acanthurus nigrofuscus",10,0.0301,2.967,1.81226015863426,28,"Herbivore Grazer",-4.659828,55.360993,"Fished","Recovering"
"181100","Mahe W Granite","2017",5,"Acanthuridae","Acanthurus nigrofuscus",15,0.0301,2.967,6.03508385043481,93,"Herbivore Grazer",-4.659828,55.360993,"Fished","Recovering"
"182100","Mahe W Granite","2017",7,"Acanthuridae","Acanthurus nigrofuscus",12,0.0301,2.967,3.11280058844222,48,"Herbivore Grazer",-4.659828,55.360993,"Fished","Recovering"
"183100","Mahe W Granite","2017",7,"Acanthuridae","Acanthurus nigrofuscus",12,0.0301,2.967,3.11280058844222,48,"Herbivore Grazer",-4.659828,55.360993,"Fished","Recovering"
"184100","Mahe W Granite","2017",8,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.91793092708253,76,"Herbivore Grazer",-4.659828,55.360993,"Fished","Recovering"
"185100","Mahe W Patch","2017",2,"Acanthuridae","Acanthurus nigrofuscus",10,0.0301,2.967,1.81226015863426,28,"Herbivore Grazer",-4.684675,55.434722,"Fished","Recovering"
"186100","Mahe W Patch","2017",3,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.91793092708253,76,"Herbivore Grazer",-4.684675,55.434722,"Fished","Recovering"
"187100","Mahe W Patch","2017",3,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.94721215187706,61,"Herbivore Grazer",-4.684675,55.434722,"Fished","Recovering"
"188100","Mahe W Patch","2017",4,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.91793092708253,76,"Herbivore Grazer",-4.684675,55.434722,"Fished","Recovering"
"189100","Mahe W Patch","2017",4,"Acanthuridae","Acanthurus nigrofuscus",15,0.0301,2.967,6.03508385043481,93,"Herbivore Grazer",-4.684675,55.434722,"Fished","Recovering"
"190100","Mahe W Patch","2017",5,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.94721215187706,61,"Herbivore Grazer",-4.684675,55.434722,"Fished","Recovering"
"191100","Mahe W Patch","2017",5,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.91793092708253,76,"Herbivore Grazer",-4.684675,55.434722,"Fished","Recovering"
"192100","Mahe W Patch","2017",5,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.94721215187706,61,"Herbivore Grazer",-4.684675,55.434722,"Fished","Recovering"
"193100","Mahe W Patch","2017",5,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.94721215187706,61,"Herbivore Grazer",-4.684675,55.434722,"Fished","Recovering"
"194100","Mahe W Patch","2017",5,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.94721215187706,61,"Herbivore Grazer",-4.684675,55.434722,"Fished","Recovering"
"195100","Mahe W Patch","2017",5,"Acanthuridae","Acanthurus nigrofuscus",12,0.0301,2.967,3.11280058844222,48,"Herbivore Grazer",-4.684675,55.434722,"Fished","Recovering"
"196100","Mahe W Patch","2017",7,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.94721215187706,61,"Herbivore Grazer",-4.684675,55.434722,"Fished","Recovering"
"197100","Mahe W Patch","2017",8,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.91793092708253,76,"Herbivore Grazer",-4.684675,55.434722,"Fished","Recovering"
"198100","Mahe W Patch","2017",8,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.94721215187706,61,"Herbivore Grazer",-4.684675,55.434722,"Fished","Recovering"
"199100","Mahe W Patch","2017",8,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.94721215187706,61,"Herbivore Grazer",-4.684675,55.434722,"Fished","Recovering"
"200100","Mahe W Carbonate","2017",2,"Acanthuridae","Acanthurus nigrofuscus",12,0.0301,2.967,3.11280058844222,48,"Herbivore Grazer",-4.669121,55.400252,"Fished","Recovering"
"201100","Mahe W Carbonate","2017",2,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.94721215187706,61,"Herbivore Grazer",-4.669121,55.400252,"Fished","Recovering"
"202100","Mahe W Carbonate","2017",2,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.94721215187706,61,"Herbivore Grazer",-4.669121,55.400252,"Fished","Recovering"
"203100","Mahe W Carbonate","2017",3,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.91793092708253,76,"Herbivore Grazer",-4.669121,55.400252,"Fished","Recovering"
"204100","Mahe W Carbonate","2017",3,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.91793092708253,76,"Herbivore Grazer",-4.669121,55.400252,"Fished","Recovering"
"205100","Mahe W Carbonate","2017",3,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.91793092708253,76,"Herbivore Grazer",-4.669121,55.400252,"Fished","Recovering"
"206100","Mahe W Carbonate","2017",4,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.91793092708253,76,"Herbivore Grazer",-4.669121,55.400252,"Fished","Recovering"
"207100","Mahe W Carbonate","2017",4,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.94721215187706,61,"Herbivore Grazer",-4.669121,55.400252,"Fished","Recovering"
"208100","Mahe W Carbonate","2017",5,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.91793092708253,76,"Herbivore Grazer",-4.669121,55.400252,"Fished","Recovering"
"209100","Mahe W Carbonate","2017",5,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.91793092708253,76,"Herbivore Grazer",-4.669121,55.400252,"Fished","Recovering"
"210100","Mahe W Carbonate","2017",6,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.91793092708253,76,"Herbivore Grazer",-4.669121,55.400252,"Fished","Recovering"
"211100","Mahe W Carbonate","2017",8,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.91793092708253,76,"Herbivore Grazer",-4.669121,55.400252,"Fished","Recovering"
"212100","Mahe W Carbonate","2017",8,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.94721215187706,61,"Herbivore Grazer",-4.669121,55.400252,"Fished","Recovering"
"213100","Mahe W Carbonate","2017",8,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.91793092708253,76,"Herbivore Grazer",-4.669121,55.400252,"Fished","Recovering"
"214100","Mahe W Carbonate","2017",8,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.94721215187706,61,"Herbivore Grazer",-4.669121,55.400252,"Fished","Recovering"
"215100","Mahe W Carbonate","2017",8,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.94721215187706,61,"Herbivore Grazer",-4.669121,55.400252,"Fished","Recovering"
"216100","Mahe W Carbonate","2017",8,"Acanthuridae","Acanthurus nigrofuscus",12,0.0301,2.967,3.11280058844222,48,"Herbivore Grazer",-4.669121,55.400252,"Fished","Recovering"
"217100","Praslin SW Granite","2017",3,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.91793092708253,76,"Herbivore Grazer",-4.313662,55.678717,"Fished","Recovering"
"218100","Praslin SW Granite","2017",3,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.91793092708253,76,"Herbivore Grazer",-4.313662,55.678717,"Fished","Recovering"
"219100","Praslin SW Granite","2017",3,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.94721215187706,61,"Herbivore Grazer",-4.313662,55.678717,"Fished","Recovering"
"220100","Praslin SW Granite","2017",3,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.91793092708253,76,"Herbivore Grazer",-4.313662,55.678717,"Fished","Recovering"
"221100","Praslin SW Granite","2017",5,"Acanthuridae","Acanthurus nigrofuscus",16,0.0301,2.967,7.30877397408705,113,"Herbivore Grazer",-4.313662,55.678717,"Fished","Recovering"
"222100","Praslin SW Granite","2017",5,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.91793092708253,76,"Herbivore Grazer",-4.313662,55.678717,"Fished","Recovering"
"223100","Praslin SW Granite","2017",7,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.94721215187706,61,"Herbivore Grazer",-4.313662,55.678717,"Fished","Recovering"
"224100","Praslin SW Granite","2017",8,"Acanthuridae","Acanthurus nigrofuscus",15,0.0301,2.967,6.03508385043481,93,"Herbivore Grazer",-4.313662,55.678717,"Fished","Recovering"
"225100","Praslin SW Patch","2017",1,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.91793092708253,76,"Herbivore Grazer",-4.333943,55.692044,"Fished","Shifted"
"226100","Praslin SW Patch","2017",1,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.94721215187706,61,"Herbivore Grazer",-4.333943,55.692044,"Fished","Shifted"
"227100","Praslin SW Patch","2017",3,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.91793092708253,76,"Herbivore Grazer",-4.333943,55.692044,"Fished","Shifted"
"228100","Praslin SW Patch","2017",4,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.91793092708253,76,"Herbivore Grazer",-4.333943,55.692044,"Fished","Shifted"
"229100","Praslin SW Patch","2017",7,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.94721215187706,61,"Herbivore Grazer",-4.333943,55.692044,"Fished","Shifted"
"260100","Praslin NE Carbonate","2017",3,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.94721215187706,61,"Herbivore Grazer",-4.315847,55.756687,"Fished","Shifted"
"261100","Praslin NE Carbonate","2017",3,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.91793092708253,76,"Herbivore Grazer",-4.315847,55.756687,"Fished","Shifted"
"262100","Praslin NE Carbonate","2017",3,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.91793092708253,76,"Herbivore Grazer",-4.315847,55.756687,"Fished","Shifted"
"263100","Praslin NE Carbonate","2017",3,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.94721215187706,61,"Herbivore Grazer",-4.315847,55.756687,"Fished","Shifted"
"264100","Praslin NE Carbonate","2017",4,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.94721215187706,61,"Herbivore Grazer",-4.315847,55.756687,"Fished","Shifted"
"265100","Praslin NE Carbonate","2017",4,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.91793092708253,76,"Herbivore Grazer",-4.315847,55.756687,"Fished","Shifted"
"266100","Praslin NE Carbonate","2017",4,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.91793092708253,76,"Herbivore Grazer",-4.315847,55.756687,"Fished","Shifted"
"267100","Praslin NE Carbonate","2017",4,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.91793092708253,76,"Herbivore Grazer",-4.315847,55.756687,"Fished","Shifted"
"268100","Praslin NE Carbonate","2017",4,"Acanthuridae","Acanthurus nigrofuscus",15,0.0301,2.967,6.03508385043481,93,"Herbivore Grazer",-4.315847,55.756687,"Fished","Shifted"
